year,ipo_count,avg_first_day_return_pct,ipo_gross_proceeds_usd_m,cape,shiller_trailing_pe,forward_pe,sp500_year_end_close,sp500_forward_1y_return_pct,sp500_forward_3y_return_pct,sp500_forward_5y_return_pct,ipo_count_percentile_full,ipo_count_percentile_expanding,ipo_gross_proceeds_usd_m_percentile_full,ipo_gross_proceeds_usd_m_percentile_expanding,avg_first_day_return_pct_percentile_full,avg_first_day_return_pct_percentile_expanding,cape_percentile_full,cape_percentile_expanding,shiller_trailing_pe_percentile_full,shiller_trailing_pe_percentile_expanding,forward_pe_percentile_full,forward_pe_percentile_expanding,high_ipo_count_full_sample,high_cape_full_sample,high_forward_pe_full_sample,complete_ipo_year,valuation_data_basis
2011,82.0,13.8,27750.0,22.98,16.3,11.81,1257.5999755859375,13.40569092662105,63.71659846641402,78.02402366315971,0.2727272727272727,0.2692307692307692,0.6818181818181818,0.75,0.6060606060606061,0.7307692307692307,0.5970149253731343,0.7307692307692307,0.3283582089552239,0.40384615384615385,0.05405405405405406,0.09090909090909091,False,False,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2012,101.0,17.3,31973.0,21.21,14.87,12.61,1426.18994140625,29.601249573324353,43.31470739380527,87.46521972982401,0.3787878787878788,0.37735849056603776,0.7878787878787878,0.8679245283018868,0.7424242424242424,0.8301886792452831,0.5074626865671642,0.6415094339622641,0.23880597014925373,0.3018867924528302,0.08108108108108109,0.13043478260869565,False,False,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2013,163.0,20.6,41909.0,21.9,17.03,15.37,1848.3599853515625,11.390633786748117,21.125218889607655,35.62564205692005,0.5606060606060606,0.5185185185185185,0.9090909090909091,0.9444444444444444,0.8106060606060606,0.8611111111111112,0.5671641791044776,0.7037037037037037,0.34328358208955223,0.42592592592592593,0.2972972972972973,0.4166666666666667,False,False,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2014,222.0,14.9,46852.0,24.86,18.15,16.37,2058.89990234375,-0.7265997205823549,29.85624528799915,56.91778049137379,0.6666666666666666,0.6181818181818182,0.9393939393939394,0.9636363636363636,0.696969696969697,0.7818181818181819,0.6865671641791045,0.8181818181818182,0.5373134328358209,0.6545454545454545,0.43243243243243246,0.56,False,False,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2015,125.0,18.7,22296.0,26.49,20.02,16.28,2043.93994140625,9.535022667283656,22.64793337966249,83.7661661318269,0.4696969696969697,0.42857142857142855,0.6212121212121212,0.6607142857142857,0.7878787878787878,0.8392857142857143,0.7164179104477612,0.8392857142857143,0.6417910447761194,0.75,0.40540540540540543,0.5384615384615384,False,False,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2016,79.0,14.0,13234.0,24.21,22.18,17.15,2238.830078125,19.419965523287928,44.306620715164954,112.88708876793736,0.23484848484848486,0.21929824561403508,0.5151515151515151,0.5614035087719298,0.6439393939393939,0.7105263157894737,0.6567164179104478,0.7719298245614035,0.7164179104477612,0.8245614035087719,0.5405405405405406,0.6666666666666666,False,False,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2017,117.0,12.3,24032.0,28.06,23.59,18.21,2673.610107421875,-6.2372598496206795,40.486829322368955,43.6073266383024,0.42424242424242425,0.41379310344827586,0.6666666666666666,0.7068965517241379,0.5151515151515151,0.5689655172413793,0.7761194029850746,0.896551724137931,0.7910447761194029,0.8620689655172413,0.6486486486486487,0.7857142857142857,False,True,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2018,143.0,17.8,34043.0,33.31,24.97,14.58,2506.85009765625,28.878070225158446,90.12625366938909,90.2718508212556,0.5,0.4745762711864407,0.8181818181818182,0.864406779661017,0.7651515151515151,0.8220338983050848,0.8955223880597015,0.9491525423728814,0.835820895522388,0.8813559322033898,0.24324324324324326,0.3103448275862069,False,True,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2019,120.0,22.4,39725.0,28.38,19.6,18.43,3230.780029296875,16.258923055706177,18.841269451439647,82.04984027007676,0.4393939393939394,0.4166666666666667,0.8939393939393939,0.9166666666666666,0.8636363636363636,0.9166666666666666,0.8208955223880597,0.9,0.6119402985074627,0.6833333333333333,0.6756756756756757,0.8,False,True,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2020,165.0,41.6,61860.0,30.99,24.88,22.59,3756.070068359375,26.89273866137125,26.989912097364787,82.25165865955388,0.5757575757575758,0.5573770491803278,0.9545454545454546,0.9672131147540983,0.9393939393939394,0.9508196721311475,0.8507462686567164,0.9180327868852459,0.8208955223880597,0.8688524590163934,0.9459459459459459,0.9354838709677419,False,True,True,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2021,315.0,31.9,119631.0,34.51,35.96,21.42,4766.18017578125,-19.442827203429268,23.403431383044815,55.3808229512607,0.7424242424242424,0.7258064516129032,1.0,1.0,0.8939393939393939,0.9032258064516129,0.9104477611940298,0.9516129032258065,0.9701492537313433,0.967741935483871,0.8378378378378378,0.875,False,True,True,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2022,39.0,47.7,7014.0,36.94,23.11,16.79,3839.5,24.230500797629894,78.29144419846334,,0.11363636363636363,0.11904761904761904,0.4393939393939394,0.4603174603174603,0.9545454545454546,0.9523809523809523,0.9253731343283582,0.9523809523809523,0.7761194029850746,0.8095238095238095,0.4864864864864865,0.5454545454545454,False,True,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2023,54.0,11.9,11916.0,28.34,22.82,19.7,4769.830078125,23.309002343424012,55.26192462143036,,0.15151515151515152,0.15625,0.48484848484848486,0.5,0.4772727272727273,0.4921875,0.8059701492537313,0.84375,0.7611940298507462,0.796875,0.7297297297297297,0.7941176470588235,False,True,False,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
2024,73.0,15.2,20527.0,31.97,25.01,21.57,5881.6298828125,16.38780638006745,,,0.21212121212121213,0.2153846153846154,0.5909090909090909,0.6,0.7121212121212122,0.7230769230769231,0.8656716417910447,0.8923076923076924,0.8507462686567164,0.8769230769230769,0.8783783783783784,0.9,False,True,True,True,Ritter Table 8 IPO data plus Shiller/multpl annual valuation proxies.
