date,close,volume
2011-06-13,12.4612,2.406
2011-06-14,12.5511,2.321
2011-06-15,12.4173,2.055
2011-06-16,12.3536,2.733
2011-06-17,11.9746,5.200
2011-06-20,11.9638,3.002
2011-06-21,12.1717,2.741
2011-06-22,12.0238,2.386
2011-06-23,11.8562,4.760
2011-06-24,11.7243,3.772
2011-06-27,11.9198,3.415
2011-06-28,12.1877,2.691
2011-06-29,12.2845,2.323
2011-06-30,12.502,2.407
2011-07-01,12.8637,3.605
2011-07-05,13.1454,3.816
2011-07-06,13.2175,2.672
2011-07-07,13.495,3.901
2011-07-08,13.1343,4.729
2011-07-11,13.018,2.814
2011-07-12,13.1842,2.816
2011-07-13,13.2891,2.766
2011-07-14,13.059,6.591
2011-07-15,14.7546,13.612
2011-07-18,14.6885,4.429
2011-07-19,14.8763,2.942
2011-07-20,14.6986,2.208
2011-07-21,14.986,3.439
2011-07-22,15.2634,3.497
2011-07-25,15.282,3.104
2011-07-26,15.3694,2.322
2011-07-27,14.9916,3.900
2011-07-28,15.0835,3.081
2011-07-29,14.9045,4.101
2011-08-01,14.9805,3.931
2011-08-02,14.6257,3.173
2011-08-03,14.8422,3.792
2011-08-04,14.2584,4.872
2011-08-05,14.2959,5.877
2011-08-08,13.4806,7.431
2011-08-09,14.1569,6.413
2011-08-10,13.5545,5.323
2011-08-11,13.8784,4.788
2011-08-12,13.9189,3.127
2011-08-15,13.7574,7.082
2011-08-16,13.3074,6.879
2011-08-17,13.1629,4.043
2011-08-18,12.465,6.236
2011-08-19,12.1203,5.363
2011-08-22,12.2993,4.863
2011-08-23,12.8092,4.309
2011-08-24,12.9195,3.563
2011-08-25,12.8393,3.264
2011-08-26,13.0076,3.565
2011-08-29,13.3094,2.315
2011-08-30,13.3493,2.963
2011-08-31,13.3557,2.670
2011-09-01,13.1469,2.394
2011-09-02,12.9578,2.380
2011-09-06,12.8921,2.692
2011-09-07,13.1847,2.732
2011-09-08,13.2077,2.360
2011-09-09,12.9581,3.240
2011-09-12,13.0881,2.647
2011-09-13,13.0733,2.334
2011-09-14,13.1363,2.671
2011-09-15,13.3952,2.935
2011-09-16,13.497,3.503
2011-09-19,13.4967,2.447
2011-09-20,13.4957,2.755
2011-09-21,13.3123,2.492
2011-09-22,12.8546,4.362
2011-09-23,12.9743,2.753
2011-09-26,13.1318,2.611
2011-09-27,13.3157,2.985
2011-09-28,13.0565,2.244
2011-09-29,13.0235,2.881
2011-09-30,12.7158,2.700
2011-10-03,12.2338,4.435
2011-10-04,12.3913,4.122
2011-10-05,12.4605,4.494
2011-10-06,12.7077,3.394
2011-10-07,12.7178,2.831
2011-10-10,13.2622,2.302
2011-10-11,13.4106,2.828
2011-10-12,13.5419,3.150
2011-10-13,13.8009,5.638
2011-10-14,14.608,8.455
2011-10-17,14.3791,3.973
2011-10-18,14.5791,3.768
2011-10-19,14.3369,2.906
2011-10-20,14.4102,3.349
2011-10-21,14.5786,3.361
2011-10-24,14.725,3.397
2011-10-25,14.3977,2.518
2011-10-26,14.4754,2.848
2011-10-27,14.7806,3.747
2011-10-28,14.8169,2.486
2011-10-31,14.6317,2.535
2011-11-01,14.2862,3.098
2011-11-02,14.4386,2.102
2011-11-03,14.7516,2.646
2011-11-04,14.718,2.810
2011-11-07,15.0191,3.328
2011-11-08,15.118,3.003
2011-11-09,14.8368,3.679
2011-11-10,14.6919,2.843
2011-11-11,15.0196,3.942
2011-11-14,15.1344,3.161
2011-11-15,15.2222,2.653
2011-11-16,15.0966,2.586
2011-11-17,14.8349,3.463
2011-11-18,14.687,3.259
2011-11-21,14.3428,2.975
2011-11-22,14.3196,2.384
2011-11-23,14.0754,2.305
2011-11-25,13.8998,1.549
2011-11-28,14.5218,2.804
2011-11-29,14.3919,1.816
2011-11-30,14.7983,3.367
2011-12-01,15.1534,3.589
2011-12-02,15.3161,4.050
2011-12-05,15.4466,3.170
2011-12-06,15.4002,2.306
2011-12-07,15.3909,2.238
2011-12-08,15.2096,2.392
2011-12-09,15.4903,2.742
2011-12-12,15.4403,2.165
2011-12-13,15.4461,3.993
2011-12-14,15.2595,3.870
2011-12-15,15.2958,2.388
2011-12-16,15.4543,4.420
2011-12-19,15.3523,2.125
2011-12-20,15.5632,2.367
2011-12-21,15.4509,2.476
2011-12-22,15.5466,1.806
2011-12-23,15.6316,1.441
2011-12-27,15.8071,1.592
2011-12-28,15.7936,2.109
2011-12-29,15.8602,1.562
2011-12-30,15.9466,1.767
2012-01-03,16.4283,3.644
2012-01-04,16.4991,2.839
2012-01-05,16.2702,3.254
2012-01-06,16.0483,2.669
2012-01-09,15.3679,5.772
2012-01-10,15.3847,4.357
2012-01-11,15.4543,2.379
2012-01-12,15.5451,1.859
2012-01-13,15.4304,2.287
2012-01-17,15.519,1.893
2012-01-18,15.6259,2.738
2012-01-19,15.7903,6.250
2012-01-20,14.4674,10.484
2012-01-23,14.4558,3.383
2012-01-24,14.3425,3.029
2012-01-25,14.0601,4.944
2012-01-26,14.0258,3.198
2012-01-27,14.3192,3.586
2012-01-30,14.2626,2.310
2012-01-31,14.3223,2.124
2012-02-01,14.3401,2.300
2012-02-02,14.4457,2.394
2012-02-03,14.7228,3.141
2012-02-06,15.0378,3.647
2012-02-07,14.9805,2.074
2012-02-08,15.0566,1.820
2012-02-09,15.0963,2.245
2012-02-10,14.9593,2.305
2012-02-13,15.1145,1.800
2012-02-14,15.0544,1.788
2012-02-15,14.9507,2.405
2012-02-16,14.9744,2.509
