date,close,volume
2011-06-13,27.2329,3.248
2011-06-14,27.9183,3.345
2011-06-15,26.999,3.386
2011-06-16,26.8942,2.965
2011-06-17,26.7329,3.295
2011-06-20,26.7087,2.312
2011-06-21,27.6684,3.202
2011-06-22,27.7167,2.542
2011-06-23,27.6119,3.177
2011-06-24,27.3861,1.794
2011-06-27,27.4829,1.791
2011-06-28,28.6844,3.187
2011-06-29,28.3941,3.783
2011-06-30,28.6199,2.922
2011-07-01,29.6925,2.814
2011-07-05,29.5473,2.944
2011-07-06,29.5312,2.455
2011-07-07,30.2812,3.003
2011-07-08,29.9747,2.340
2011-07-11,29.4102,3.123
2011-07-12,29.6925,4.422
2011-07-13,29.9505,5.516
2011-07-14,27.9748,16.411
2011-07-15,28.1764,7.548
2011-07-18,27.6119,5.357
2011-07-19,27.7006,5.384
2011-07-20,27.62,4.039
2011-07-21,28.1038,3.055
2011-07-22,28.3135,1.940
2011-07-25,28.0474,2.291
2011-07-26,27.628,4.257
2011-07-27,26.9184,5.955
2011-07-28,26.3861,4.561
2011-07-29,26.2087,6.603
2011-08-01,25.8216,4.952
2011-08-02,24.5636,5.397
2011-08-03,25.1039,11.706
2011-08-04,23.6524,9.453
2011-08-05,23.7895,11.978
2011-08-08,22.1847,10.544
2011-08-09,22.8137,11.988
2011-08-10,21.6283,8.944
2011-08-11,22.6847,5.093
2011-08-12,22.7572,3.972
2011-08-15,23.2411,2.859
2011-08-16,23.0315,4.261
2011-08-17,23.3379,5.779
2011-08-18,21.6041,6.664
2011-08-19,21.1606,4.805
2011-08-22,21.0558,4.609
2011-08-23,21.9509,6.040
2011-08-24,22.9347,4.220
2011-08-25,21.9993,3.403
2011-08-26,22.1928,3.575
2011-08-29,23.4508,2.858
2011-08-30,23.4428,3.151
2011-08-31,23.6121,3.033
2011-09-01,23.1847,3.269
2011-09-02,21.9993,2.839
2011-09-06,21.4186,4.729
2011-09-07,22.2976,2.617
2011-09-08,21.6203,2.310
2011-09-09,21.0316,4.474
2011-09-12,20.9993,4.682
2011-09-13,21.9751,4.981
2011-09-14,22.8138,5.319
2011-09-15,23.2412,4.057
2011-09-16,23.5476,3.240
2011-09-19,23.1767,2.562
2011-09-20,23.0718,2.816
2011-09-21,22.3944,3.100
2011-09-22,21.6122,5.184
2011-09-23,21.9106,4.875
2011-09-26,22.3299,3.805
2011-09-27,22.9347,4.192
2011-09-28,22.4186,3.288
2011-09-29,23.1444,5.740
2011-09-30,21.967,4.866
2011-10-03,21.1122,5.831
2011-10-04,21.8541,5.363
2011-10-05,22.7251,4.674
2011-10-06,23.2089,6.041
2011-10-07,22.717,4.076
2011-10-10,23.8863,3.958
2011-10-11,23.6041,3.841
2011-10-12,24.3782,4.327
2011-10-13,24.3137,3.055
2011-10-14,24.7169,2.016
2011-10-17,23.6686,2.261
2011-10-18,24.596,2.702
2011-10-19,24.0395,3.250
2011-10-20,24.3056,2.906
2011-10-21,24.9669,3.157
2011-10-24,25.6846,3.639
2011-10-25,25.0879,2.651
2011-10-26,25.5879,4.672
2011-10-27,26.8539,4.006
2011-10-28,26.4346,3.558
2011-10-31,25.4024,4.552
2011-11-01,24.7008,3.842
2011-11-02,25.3863,3.795
2011-11-03,25.9669,3.903
2011-11-04,25.4911,2.757
2011-11-07,25.6685,2.402
2011-11-08,25.5314,2.367
2011-11-09,24.3782,3.598
2011-11-10,24.4105,4.505
2011-11-11,25.4992,1.987
2011-11-14,25.1363,1.944
2011-11-15,25.1766,2.216
2011-11-16,24.6766,2.904
2011-11-17,24.596,2.660
2011-11-18,24.9347,3.105
2011-11-21,24.3702,3.016
2011-11-22,24.6995,4.402
2011-11-23,23.9381,2.702
2011-11-25,23.9725,1.364
2011-11-28,25.1402,3.288
2011-11-29,25.1488,2.455
2011-11-30,26.2907,2.987
2011-12-01,26.2564,2.074
2011-12-02,26.5483,2.930
2011-12-05,26.8917,3.264
2011-12-06,26.5998,2.586
2011-12-07,26.1877,4.169
2011-12-08,25.269,4.291
2011-12-09,25.6897,3.171
2011-12-12,25.4664,2.464
2011-12-13,24.7624,4.003
2011-12-14,24.2901,3.499
2011-12-15,24.2987,3.102
2011-12-16,24.522,4.089
2011-12-19,24.0326,3.045
2011-12-20,24.5821,3.889
2011-12-21,24.8912,2.965
2011-12-22,25.2775,1.767
2011-12-23,25.5094,2.365
2011-12-27,25.767,2.003
2011-12-28,25.0285,2.674
2011-12-29,25.1316,1.657
2011-12-30,25.0457,1.156
2012-01-03,25.7584,2.825
2012-01-04,26.1619,4.603
2012-01-05,27.0205,6.455
2012-01-06,27.2524,4.718
2012-01-09,27.6216,4.556
2012-01-10,28.0766,5.439
2012-01-11,28.3514,2.612
2012-01-12,29.064,4.235
2012-01-13,28.7893,3.027
2012-01-17,28.8751,4.697
2012-01-18,29.1413,4.509
2012-01-19,29.7595,4.334
2012-01-20,29.9141,2.673
2012-01-23,29.9141,1.921
2012-01-24,29.9999,2.014
2012-01-25,30.1888,3.495
2012-01-26,29.7337,3.126
2012-01-27,29.6822,2.339
2012-01-30,29.7509,2.480
2012-01-31,29.5792,2.493
2012-02-01,30.1631,3.193
2012-02-02,30.1974,4.231
2012-02-03,31.0217,3.482
2012-02-06,31.0388,1.809
2012-02-07,31.056,2.759
2012-02-08,31.0989,2.361
2012-02-09,30.953,1.971
2012-02-10,30.6696,2.364
2012-02-13,30.8585,2.375
2012-02-14,30.1631,5.484
2012-02-15,29.8196,5.139
2012-02-16,29.8969,5.725
2012-02-17,29.9913,2.702
2012-02-21,29.4676,3.885
2012-02-22,29.657,3.822
2012-02-23,29.5365,3.423
2012-02-24,29.9067,3.606
2012-02-27,30.0531,2.921
2012-02-28,30.4923,3.701
2012-02-29,30.3804,3.564
