ticker,layer,cik,fy,fy_end,capex,revenue,ocf,capex_tag,rev_tag,ocf_tag,status
SO,Power / cooling,0000092122,2012,2012-12-31,4809000000,16537000000,4898000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2013,2013-12-31,5331000000,17087000000,6097000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2014,2014-12-31,5246000000,18467000000,5815000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2015,2015-12-31,5674000000,17489000000,6274000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2016,2016-12-31,7310000000,19896000000,4894000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2017,2017-12-31,7423000000,23031000000,6394000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2018,2018-12-31,8001000000,23495000000,6945000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2019,2019-12-31,7555000000,21419000000,5781000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2020,2020-12-31,7522000000,20375000000,6696000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2021,2021-12-31,7586000000,23113000000,6169000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2022,2022-12-31,7923000000,29279000000,6302000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2023,2023-12-31,9095000000,25253000000,7553000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2024,2024-12-31,8955000000,26724000000,9788000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
SO,Power / cooling,0000092122,2025,2025-12-31,12737000000,29553000000,9802000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2007,2007-12-31,3125000000,,3208000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2008,2008-12-31,4386000000,,3328000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2009,2009-12-31,4296000000,,3463000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2010,2010-12-31,4803000000,,4511000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2011,2011-12-31,4363000000,,3672000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2012,2012-12-31,5501000000,,5244000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2013,2013-12-31,5526000000,,6382000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2014,2014-12-31,5384000000,,6586000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2015,2015-12-31,6766000000,,6700000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2016,2016-12-31,7901000000,,6863000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2017,2017-12-31,8052000000,,6624000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2018,2018-12-31,9389000000,23757000000,7186000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2019,2019-12-31,11122000000,24348000000,8209000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2020,2020-12-31,9907000000,23253000000,8856000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2021,2021-12-31,9715000000,24486000000,8290000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2022,2022-12-31,11367000000,28675000000,5927000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2023,2023-12-31,12604000000,28674000000,9878000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2024,2024-12-31,12280000000,30050000000,12328000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
DUK,Power / cooling,0001326160,2025,2025-12-31,14024000000,31741000000,12330000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerIncludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2016,2016-12-31,8979000,,-282826000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2017,2017-12-31,61454000,,-91966000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2018,2018-12-31,45205000,575123000,-91948000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2019,2019-12-31,51053000,724788000,163770000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2020,2020-12-31,37913000,731224000,-98796000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2021,2021-12-31,49810000,906858000,-60681000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2022,2022-12-31,116823000,1135346000,-191723000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2023,2023-12-31,83739000,1268782000,-372531000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2024,2024-12-31,58852000,1441394000,91998000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
BE,Power / cooling,0001664703,2025,2025-12-31,56759000,2001614000,113949000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2007,2007-12-31,127931000,,219240000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2008,2008-12-31,185634000,,242500000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2009,2009-12-31,164980000,,376898000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2010,2010-12-31,144042000,,240258000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2011,2011-12-31,162285000,,218030000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2012,2012-12-31,209445000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2013,2013-12-31,221946000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2014,2014-12-31,247216000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2015,2015-12-31,209968000,,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2016,2016-12-31,212555000,7651319000,,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2017,2017-12-31,244651000,9466478000,371891000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2018,2018-12-31,293595000,11171423000,358789000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2019,2019-12-31,261762000,12112153000,526551000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2020,2020-12-31,260052000,11202672000,1115977000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2021,2021-12-31,385852000,12980213000,582390000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2022,2022-12-31,427630000,17073903000,1130312000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2023,2023-12-31,434803000,20882206000,1575952000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2024,2024-12-31,604078000,23672795000,2081196000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PWR,Power / cooling,0001050915,2025,2025-12-31,609154000,28479697000,2229970000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2018,2018-12-31,13004000,595409000,-39012000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2019,2019-12-31,13096000,742555000,-165215000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2020,2020-12-31,12236000,1092673000,-296608000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2021,2021-12-31,12627000,1541889000,333851000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2022,2022-12-31,40027000,1905871000,223737000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2023,2023-12-31,15114000,2225012000,712183000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2024,2024-12-31,12634000,2865507000,1153865000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
PLTR,Software / apps,0001321655,2025,2025-12-31,33882000,4475446000,2134473000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2010,2010-06-30,1584000,,-7532000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2011,2011-06-30,8733000,,37468000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2012,2012-12-31,42066000,,48766000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2013,2013-12-31,55321000,,81746000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2014,2014-12-31,54379000,,140937000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2015,2015-12-31,87481000,,317754000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2016,2016-12-31,105562000,1390985000,159081000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2017,2017-12-31,150510000,1918494000,642940000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2018,2018-12-31,224462000,2608816000,811089000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2019,2019-12-31,265000000,3460000000,1236000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2020,2020-12-31,419000000,4519000000,1786000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2021,2021-12-31,392000000,5896000000,2191000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2022,2022-12-31,550000000,7245000000,2723000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2023,2023-12-31,694000000,8971000000,3398000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2024,2024-12-31,852000000,10984000000,4267000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
NOW,Software / apps,0001373715,2025,2025-12-31,868000000,13278000000,5444000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2008,2008-01-31,43552000,,204275000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2009,2009-01-31,61059000,,229557000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2010,2010-01-31,49501000,,270911000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2011,2011-01-31,90887000,,459081000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2012,2012-01-31,151645000,,591507000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2013,2013-01-31,175601000,,736897000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2014,2014-01-31,299110000,,875469000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2015,2015-01-31,290454000,,1181444000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2016,2016-01-31,284476000,,1672081000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2017,2017-01-31,464000000,8437000000,2162000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2018,2018-01-31,534000000,10540000000,2738000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2019,2019-01-31,595000000,13282000000,3398000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2020,2020-01-31,643000000,17098000000,4331000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2021,2021-01-31,710000000,21252000000,4801000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2022,2022-01-31,717000000,26492000000,6000000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2023,2023-01-31,798000000,31352000000,7111000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2024,2024-01-31,736000000,34857000000,10234000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2025,2025-01-31,658000000,37895000000,13092000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
CRM,Software / apps,0001108524,2026,2026-01-31,594000000,41525000000,14996000000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2019,2019-01-31,2058000,96666000,-143982000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2020,2020-01-31,18583000,264748000,-176558000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2021,2021-01-31,35037000,592049000,-45417000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2022,2022-01-31,16221000,1219327000,110179000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2023,2023-01-31,25128000,2065659000,545639000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2024,2024-01-31,35086000,2806489000,848122000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2025,2025-01-31,46279000,3626396000,959764000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
SNOW,Software / apps,0001640147,2026,2026-01-31,101628000,4683946000,1221942000,PaymentsToAcquirePropertyPlantAndEquipment,RevenueFromContractWithCustomerExcludingAssessedTax,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2007,2007-12-31,4630000000,98786000000,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2008,2008-12-31,4171000000,103630000000,18812000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2009,2009-12-31,3447000000,95758000000,20773000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2010,2010-12-31,4185000000,99870000000,19549000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2011,2011-12-31,4108000000,106916000000,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2012,2012-12-31,4082000000,102874000000,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2013,2013-12-31,3623000000,98367000000,,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2014,2014-12-31,3740000000,92793000000,16868000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2015,2015-12-31,3579000000,81741000000,17255000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2016,2016-12-31,3567000000,79919000000,17084000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2017,2017-12-31,3229000000,79139000000,16724000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2018,2018-12-31,3395000000,79591000000,15247000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2019,2019-12-31,2286000000,57714000000,14770000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2020,2020-12-31,2618000000,55179000000,18197000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2021,2021-12-31,2062000000,57350000000,12796000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2022,2022-12-31,1346000000,60530000000,10435000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2023,2023-12-31,1245000000,61860000000,13931000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
IBM,Software / apps,0000051143,2024,2024-12-31,1048000000,62753000000,13445000000,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,NetCashProvidedByUsedInOperatingActivities,ok
