date,open,high,low,close,volume,quote_volume,trades
2025-01-19,27.25000000,77.24000000,27.25000000,46.50000000,148508697.11700000,8849748911.88167000,12940382
2025-01-20,46.49000000,63.99000000,34.50000000,36.50000000,126104631.60400000,6097324026.81726000,15125808
2025-01-21,36.51000000,48.33000000,30.40000000,43.76000000,102564331.53100000,3982573409.96769000,10192681
2025-01-22,43.76000000,44.55000000,36.10000000,36.86000000,36515809.95900000,1486700985.91617000,3887302
2025-01-23,36.86000000,39.84000000,34.00000000,34.69000000,42405473.22900000,1559087347.84969000,3437224
2025-01-24,34.68000000,35.46000000,29.10000000,30.18000000,28847940.76000000,951658773.49055000,2334293
2025-01-25,30.19000000,30.60000000,25.71000000,28.89000000,43259068.88900000,1221093824.87148000,2882649
2025-01-26,28.89000000,32.30000000,27.07000000,27.38000000,29203595.47700000,873107837.35814000,2144593
2025-01-27,27.39000000,28.25000000,24.58000000,28.00000000,30180658.99400000,802999628.38225000,2345035
2025-01-28,28.01000000,30.47000000,26.27000000,27.34000000,27125442.90000000,786839143.21350000,2256017
2025-01-29,27.35000000,28.70000000,26.26000000,27.25000000,20179800.75500000,555431174.72779000,1477139
2025-01-30,27.25000000,28.30000000,25.77000000,26.06000000,17939658.96000000,489516300.65028000,1078569
2025-01-31,26.06000000,26.64000000,23.62000000,24.14000000,17859827.80900000,455957836.33820000,1131806
2025-02-01,24.14000000,25.03000000,18.56000000,19.70000000,36778747.52500000,797985209.32434000,1868244
2025-02-02,19.71000000,22.65000000,19.38000000,21.01000000,45832143.99200000,950911283.00705000,2780518
2025-02-03,21.01000000,21.25000000,16.00000000,19.66000000,64045316.75400000,1180612642.18469000,3210549
2025-02-04,19.66000000,19.79000000,16.29000000,17.19000000,31757115.62300000,557111027.54347000,1328955
2025-02-05,17.19000000,20.73000000,17.19000000,18.17000000,28279861.94900000,531202260.95860000,1232658
2025-02-06,18.17000000,19.56000000,16.82000000,17.08000000,21930564.31600000,400593065.58016000,1003180
2025-02-07,17.09000000,18.27000000,16.15000000,16.57000000,17348930.32800000,302181853.74118000,784841
2025-02-08,16.57000000,17.48000000,16.20000000,17.25000000,10723993.86900000,181615808.95984000,454003
2025-02-09,17.25000000,17.95000000,15.27000000,15.88000000,14878542.18400000,247817628.30495000,575474
2025-02-10,15.88000000,16.56000000,14.27000000,15.91000000,18652059.83600000,292679752.68911000,760698
2025-02-11,15.91000000,16.80000000,15.22000000,15.35000000,10961878.33600000,175261190.56216000,563030
2025-02-12,15.35000000,15.58000000,14.46000000,15.45000000,12251961.32200000,185321774.77353000,607676
2025-02-13,15.45000000,17.90000000,15.30000000,16.30000000,33073169.89400000,551871321.62401000,1381597
2025-02-14,16.30000000,24.58000000,15.83000000,21.58000000,68341418.44100000,1413576047.37541000,3114499
2025-02-15,21.58000000,22.42000000,18.09000000,18.66000000,40640656.39500000,825008460.62462000,1894558
2025-02-16,18.66000000,19.61000000,18.22000000,18.75000000,22230823.88600000,418818461.57078000,1173027
2025-02-17,18.74000000,19.35000000,16.82000000,17.18000000,20454866.55400000,364243496.29188000,1006814
2025-02-18,17.19000000,17.43000000,15.61000000,16.38000000,15306154.86100000,251024497.36658000,804418
2025-02-19,16.38000000,17.43000000,16.06000000,17.03000000,11941630.37300000,201384948.90109000,637985
2025-02-20,17.03000000,17.46000000,16.57000000,17.09000000,9350500.11600000,158268392.91103000,549064
2025-02-21,17.09000000,17.39000000,15.67000000,15.90000000,13934282.65700000,230736324.97915000,696756
2025-02-22,15.91000000,16.79000000,15.74000000,16.52000000,7431910.69200000,121504827.66653000,364504
2025-02-23,16.51000000,16.60000000,15.81000000,16.13000000,4827377.41300000,77954266.93966000,251529
2025-02-24,16.13000000,16.30000000,12.17000000,12.95000000,16125362.55300000,232661325.07993000,748742
2025-02-25,12.95000000,13.68000000,12.31000000,13.25000000,21881635.83400000,286095790.21224000,915128
2025-02-26,13.26000000,13.35000000,12.41000000,13.30000000,18031437.38200000,232614464.08256000,585389
2025-02-27,13.30000000,13.64000000,12.31000000,12.59000000,12148087.14100000,158965459.02822000,423974
2025-02-28,12.59000000,13.55000000,11.06000000,12.95000000,32135606.31200000,388692548.89331000,1032871
2025-03-01,12.95000000,14.52000000,12.67000000,13.17000000,22344418.84300000,301971886.84690000,797691
2025-03-02,13.16000000,17.75000000,13.13000000,16.96000000,54435374.55200000,822891172.42552000,2149431
2025-03-03,16.96000000,17.02000000,12.33000000,12.83000000,43160713.27600000,636988414.51793000,1675227
2025-03-04,12.82000000,13.18000000,11.67000000,12.97000000,31218869.52500000,386236016.74973000,988829
2025-03-05,12.97000000,13.69000000,12.66000000,13.22000000,17689714.04300000,233033162.49240000,513173
2025-03-06,13.22000000,13.88000000,12.85000000,13.08000000,15898497.92900000,212422397.86502000,521654
2025-03-07,13.08000000,13.35000000,12.18000000,12.36000000,21053501.99800000,269387763.17805000,734381
2025-03-08,12.35000000,12.43000000,11.71000000,12.02000000,6921513.43000000,83682439.05745000,258495
2025-03-09,12.02000000,12.18000000,10.48000000,10.71000000,10300768.45000000,115292008.43311000,355610
2025-03-10,10.71000000,11.59000000,10.18000000,10.30000000,12150762.71900000,132151122.96700000,472603
2025-03-11,10.31000000,10.90000000,9.54000000,10.50000000,18060444.62100000,185000975.82621000,526638
2025-03-12,10.51000000,10.85000000,10.04000000,10.57000000,10188808.96200000,106058368.88139000,321989
2025-03-13,10.57000000,12.47000000,10.27000000,10.73000000,19988472.88400000,217086848.45512000,593943
2025-03-14,10.73000000,12.35000000,10.67000000,11.88000000,23075991.92400000,270782277.20212000,675892
2025-03-15,11.88000000,12.51000000,11.83000000,12.18000000,10837417.03100000,131655220.07688000,301695
2025-03-16,12.18000000,12.20000000,11.05000000,11.22000000,10268099.04800000,118749404.60968000,265787
2025-03-17,11.23000000,11.64000000,11.11000000,11.43000000,9162764.00600000,104271312.40879000,241572
2025-03-18,11.42000000,11.43000000,10.78000000,11.03000000,7778591.69100000,85459940.24824000,218303
