date,close
2021-05-05,57436.11000000
2021-05-06,56393.68000000
2021-05-07,57314.75000000
2021-05-08,58862.05000000
2021-05-09,58240.84000000
2021-05-10,55816.14000000
2021-05-11,56670.02000000
2021-05-12,49631.32000000
2021-05-13,49670.97000000
2021-05-14,49841.45000000
2021-05-15,46762.99000000
2021-05-16,46431.50000000
2021-05-17,43538.04000000
2021-05-18,42849.78000000
2021-05-19,36690.09000000
2021-05-20,40526.64000000
2021-05-21,37252.01000000
2021-05-22,37449.73000000
2021-05-23,34655.25000000
2021-05-24,38796.29000000
2021-05-25,38324.72000000
2021-05-26,39241.91000000
2021-05-27,38529.98000000
2021-05-28,35663.49000000
2021-05-29,34605.15000000
2021-05-30,35641.27000000
2021-05-31,37253.81000000
2021-06-01,36693.09000000
2021-06-02,37568.68000000
2021-06-03,39246.79000000
2021-06-04,36829.00000000
2021-06-05,35513.20000000
2021-06-06,35796.31000000
2021-06-07,33552.79000000
2021-06-08,33380.81000000
2021-06-09,37388.05000000
2021-06-10,36675.72000000
2021-06-11,37331.98000000
2021-06-12,35546.11000000
2021-06-13,39020.57000000
2021-06-14,40516.29000000
2021-06-15,40144.04000000
2021-06-16,38349.01000000
2021-06-17,38092.97000000
2021-06-18,35819.84000000
2021-06-19,35483.72000000
2021-06-20,35600.16000000
2021-06-21,31608.93000000
2021-06-22,32509.56000000
2021-06-23,33678.07000000
2021-06-24,34663.09000000
2021-06-25,31584.45000000
2021-06-26,32283.65000000
2021-06-27,34700.34000000
2021-06-28,34494.89000000
2021-06-29,35911.73000000
2021-06-30,35045.00000000
2021-07-01,33504.69000000
2021-07-02,33786.55000000
2021-07-03,34669.13000000
2021-07-04,35286.51000000
2021-07-05,33690.14000000
2021-07-06,34220.01000000
2021-07-07,33862.12000000
2021-07-08,32875.71000000
2021-07-09,33815.81000000
2021-07-10,33502.87000000
2021-07-11,34258.99000000
2021-07-12,33086.63000000
2021-07-13,32729.77000000
2021-07-14,32820.02000000
2021-07-15,31880.00000000
2021-07-16,31383.87000000
2021-07-17,31520.07000000
2021-07-18,31778.56000000
2021-07-19,30839.65000000
2021-07-20,29790.35000000
2021-07-21,32144.51000000
2021-07-22,32287.83000000
2021-07-23,33634.09000000
2021-07-24,34258.14000000
2021-07-25,35381.02000000
2021-07-26,37237.60000000
2021-07-27,39457.87000000
2021-07-28,40019.56000000
2021-07-29,40016.48000000
2021-07-30,42206.37000000
2021-07-31,41461.83000000
2021-08-01,39845.44000000
2021-08-02,39147.82000000
2021-08-03,38207.05000000
2021-08-04,39723.18000000
2021-08-05,40862.46000000
2021-08-06,42836.87000000
2021-08-07,44572.54000000
2021-08-08,43794.37000000
2021-08-09,46253.40000000
2021-08-10,45584.99000000
2021-08-11,45511.00000000
2021-08-12,44399.00000000
2021-08-13,47800.00000000
2021-08-14,47068.51000000
2021-08-15,46973.82000000
2021-08-16,45901.29000000
2021-08-17,44695.95000000
2021-08-18,44705.29000000
2021-08-19,46760.62000000
2021-08-20,49322.47000000
2021-08-21,48821.87000000
2021-08-22,49239.22000000
2021-08-23,49488.85000000
2021-08-24,47674.01000000
2021-08-25,48973.32000000
2021-08-26,46843.87000000
2021-08-27,49069.90000000
2021-08-28,48895.35000000
2021-08-29,48767.83000000
2021-08-30,46982.91000000
2021-08-31,47100.89000000
2021-09-01,48810.52000000
2021-09-02,49246.64000000
2021-09-03,49999.14000000
2021-09-04,49915.64000000
2021-09-05,51756.88000000
2021-09-06,52663.90000000
2021-09-07,46863.73000000
2021-09-08,46048.31000000
2021-09-09,46395.14000000
2021-09-10,44850.91000000
2021-09-11,45173.69000000
2021-09-12,46025.24000000
2021-09-13,44940.73000000
2021-09-14,47111.52000000
2021-09-15,48121.41000000
2021-09-16,47737.82000000
2021-09-17,47299.98000000
2021-09-18,48292.74000000
2021-09-19,47241.75000000
2021-09-20,43015.62000000
2021-09-21,40734.38000000
2021-09-22,43543.61000000
2021-09-23,44865.26000000
2021-09-24,42810.57000000
2021-09-25,42670.64000000
2021-09-26,43160.90000000
2021-09-27,42147.35000000
2021-09-28,41026.54000000
2021-09-29,41524.28000000
2021-09-30,43824.10000000
2021-10-01,48141.61000000
2021-10-02,47634.90000000
2021-10-03,48200.01000000
2021-10-04,49224.94000000
2021-10-05,51471.99000000
2021-10-06,55315.00000000
2021-10-07,53785.22000000
2021-10-08,53951.43000000
2021-10-09,54949.72000000
2021-10-10,54659.00000000
2021-10-11,57471.35000000
2021-10-12,55996.93000000
2021-10-13,57367.00000000
2021-10-14,57347.94000000
2021-10-15,61672.42000000
2021-10-16,60875.57000000
2021-10-17,61528.33000000
2021-10-18,62009.84000000
2021-10-19,64280.59000000
2021-10-20,66001.41000000
2021-10-21,62193.15000000
2021-10-22,60688.22000000
2021-10-23,61286.75000000
2021-10-24,60852.22000000
2021-10-25,63078.78000000
2021-10-26,60328.81000000
2021-10-27,58413.44000000
2021-10-28,60575.89000000
2021-10-29,62253.71000000
2021-10-30,61859.19000000
2021-10-31,61299.80000000
2021-11-01,60911.11000000
2021-11-02,63219.99000000
2021-11-03,62896.48000000
2021-11-04,61395.01000000
2021-11-05,60937.12000000
2021-11-06,61470.61000000
2021-11-07,63273.59000000
2021-11-08,67525.83000000
2021-11-09,66947.66000000
2021-11-10,64882.43000000
2021-11-11,64774.26000000
2021-11-12,64122.23000000
2021-11-13,64380.00000000
2021-11-14,65519.10000000
2021-11-15,63606.74000000
2021-11-16,60058.87000000
2021-11-17,60344.87000000
2021-11-18,56891.62000000
2021-11-19,58052.24000000
2021-11-20,59707.51000000
2021-11-21,58622.02000000
2021-11-22,56247.18000000
2021-11-23,57541.27000000
2021-11-24,57138.29000000
2021-11-25,58960.36000000
2021-11-26,53726.53000000
2021-11-27,54721.03000000
2021-11-28,57274.88000000
2021-11-29,57776.25000000
2021-11-30,56950.56000000
2021-12-01,57184.07000000
2021-12-02,56480.34000000
2021-12-03,53601.05000000
2021-12-04,49152.47000000
2021-12-05,49396.33000000
2021-12-06,50441.92000000
2021-12-07,50588.95000000
2021-12-08,50471.19000000
2021-12-09,47545.59000000
2021-12-10,47140.54000000
2021-12-11,49389.99000000
2021-12-12,50053.90000000
2021-12-13,46702.75000000
2021-12-14,48343.28000000
2021-12-15,48864.98000000
2021-12-16,47632.38000000
2021-12-17,46131.20000000
2021-12-18,46834.48000000
2021-12-19,46681.23000000
2021-12-20,46914.16000000
2021-12-21,48889.88000000
2021-12-22,48588.16000000
2021-12-23,50838.81000000
2021-12-24,50820.00000000
2021-12-25,50399.66000000
2021-12-26,50775.49000000
2021-12-27,50701.44000000
2021-12-28,47543.74000000
2021-12-29,46464.66000000
2021-12-30,47120.87000000
2021-12-31,46216.93000000
2022-01-01,47722.65000000
