event_class,anchor,event,series,pre60,pre20,post20,post60,post120
war,outbreak,2025 Houthi campaign,Korea,4.020285283790838,2.060488989008655,-6.258172460458515,14.651701253462504,24.86030930121639
war,outbreak,2025 Houthi campaign,Japan,2.723482050733199,2.449209143724984,-6.07476384851473,3.564900741221648,13.000856580308001
war,outbreak,2025 Houthi campaign,AsiaExJapan,2.761878014040582,2.3493347632992965,-8.13082204220454,6.028120428226433,13.020183860178882
war,outbreak,2025 Houthi campaign,India,-11.652371697884215,-0.30294182055184854,3.1653885782082702,11.255550463084816,6.745448816535718
war,outbreak,2025 Houthi campaign,Europe,11.826573933630826,4.945657576543398,-5.547304403476335,6.798438709174606,7.805943369588386
war,outbreak,2025 Houthi campaign,Bonds,0.5068445051000084,1.2265208796626348,-1.5420654984345905,-1.9627445297476067,1.2320191849575404
war,outbreak,2025 Houthi campaign,Gold,12.313994738259677,3.8895790384517257,6.776760465613989,10.867539879651554,19.105526898489984
war,outbreak,2025 Houthi campaign,Cash,-0.03626227492312048,0.009069353267589432,-0.027203608312656554,-0.09978738047832453,-0.036275429219126555
war,outbreak,2025 Houthi campaign,Credit,-0.6177891076146929,-0.8688620213542079,-2.4970846306587844,0.5549294557564843,2.2509428847387705
war,outbreak,2025 Houthi campaign,US_smallcap,-13.199702154660548,-9.519957202493085,-9.661060296320265,3.9042889043140176,14.811786205890986
war,outbreak,2025 Houthi campaign,VIX,24.09,15.37,-0.07000000000000028,9.120000000000001,
war,outbreak,2025 Israel-Iran war begins,SPX,5.179211626802757,1.0096023521015982,4.366874094320747,8.880551823396077,13.737375906922933
war,outbreak,2025 Israel-Iran war begins,US,5.444051592525888,1.10816754115881,4.115607666521545,8.880347534111731,13.699119809577498
war,outbreak,2025 Israel-Iran war begins,EM,4.624956497731956,2.0934387461367647,3.2151389856872674,8.822917247190123,13.785903983878265
war,outbreak,2025 Israel-Iran war begins,China,-5.468112788821596,1.3304877713330372,3.142220926794876,10.750846820299838,9.78232095850801
war,outbreak,2025 Israel-Iran war begins,Taiwan,10.785041763699022,3.3870622875519674,4.241789081669879,11.34566199944478,14.415078546467747
war,outbreak,2025 Israel-Iran war begins,Korea,14.87452043692099,12.185634645135845,9.541969324586228,14.325143684414007,32.43763757989932
war,outbreak,2025 Israel-Iran war begins,Japan,2.6154299960076655,1.7820833628410224,-2.6293703082953703,8.78715425391698,12.763775377163258
war,outbreak,2025 Israel-Iran war begins,AsiaExJapan,4.846819205073579,2.559097232039511,3.5885436250149545,9.796395503917935,13.402671048750786
war,outbreak,2025 Israel-Iran war begins,India,6.5575332747771675,-1.3418077119898386,1.542447284671217,-1.6418299058965622,-0.5194865040245673
war,outbreak,2025 Israel-Iran war begins,Europe,5.740461996295849,2.579864314100231,-0.6209250609503124,1.2216830013372326,4.693385929226101
war,outbreak,2025 Israel-Iran war begins,Bonds,-2.342579968394651,0.34722852980326063,-0.7197506315439924,3.1069980949463667,2.4222287375196765
war,outbreak,2025 Israel-Iran war begins,Gold,11.842039896101403,6.065354623199311,-3.074268353135822,5.849623078661336,20.260665912334165
war,outbreak,2025 Israel-Iran war begins,Cash,-0.06347739617099302,-0.0,-0.018140835711050577,0.0181444648669671,-0.07259002234025025
war,outbreak,2025 Israel-Iran war begins,Credit,-0.11333839041363218,0.03780802721368605,0.6155384884165706,1.8477376567170263,1.7363491435226766
war,outbreak,2025 Israel-Iran war begins,US_smallcap,1.2137144155128965,0.36448867701277254,4.644171281939039,12.384435535460097,18.690678095800447
war,outbreak,2025 Israel-Iran war begins,VIX,19.8,17.24,1.0899999999999999,-1.620000000000001,
war,outbreak,2025 US strikes Iran nuclear sites,SPX,5.334140915778045,3.0870806192117137,4.612978966263744,9.117701094511302,13.572064685860767
war,outbreak,2025 US strikes Iran nuclear sites,US,5.367663057892004,2.88909255618147,4.667681003296744,9.130201814707153,13.863714068579705
war,outbreak,2025 US strikes Iran nuclear sites,EM,5.411824276592802,1.4686656130637443,5.618932508558107,12.971289098981089,15.711671506889108
war,outbreak,2025 US strikes Iran nuclear sites,China,-1.0598412331356686,-0.3332923099928896,7.5836933274057685,16.903667676348967,10.670803582224192
war,outbreak,2025 US strikes Iran nuclear sites,Taiwan,10.842593884793079,2.7187558597433115,6.217983077511029,13.586192768061622,17.784128350460346
war,outbreak,2025 US strikes Iran nuclear sites,Korea,20.046259331472974,17.474441629328748,4.87764629633556,13.972441253746402,31.328075660305526
