cohort,series,horizon,median,hit_rate_pos,n
pres_flip,Europe,pre60,-4.229402681240738,0.2,5
pres_flip,Europe,+120,10.331703574429582,0.6,5
pres_flip,Europe,pre120,-2.7288340764385937,0.2,5
pres_flip,Japan,+20,1.4153511887548744,0.6,5
pres_flip,Japan,pre20,0.5839157035423542,0.6,5
pres_flip,Japan,+60,-1.1650096423769793,0.4,5
pres_flip,Japan,pre60,0.42249916885864475,0.6,5
pres_flip,Japan,+120,2.9950876900752292,0.6,5
pres_flip,Japan,pre120,0.14488335402819372,0.6,5
pres_flip,Taiwan,+20,-1.6001541210514798,0.25,4
pres_flip,Taiwan,pre20,1.6965123730757974,0.75,4
pres_flip,Taiwan,+60,-3.961928139570645,0.25,4
pres_flip,Taiwan,pre60,1.5452143016800752,0.75,4
pres_flip,Taiwan,+120,6.265100876970758,0.75,4
pres_flip,Taiwan,pre120,15.114772102915481,0.75,4
pres_flip,Bonds,+20,0.3468418232432346,0.5,4
pres_flip,Bonds,pre20,-1.5178273305513637,0.0,4
pres_flip,Bonds,+60,-1.9486285056418267,0.25,4
pres_flip,Bonds,pre60,-3.041371480401355,0.25,4
pres_flip,Bonds,+120,-2.496083281819837,0.25,4
pres_flip,Bonds,pre120,-0.5969585442046561,0.5,4
pres_flip,Gold,+20,-3.8456707120656386,0.25,4
pres_flip,Gold,pre20,1.290368596857506,0.75,4
pres_flip,Gold,+60,0.5000522507799317,0.5,4
pres_flip,Gold,pre60,-5.503372737077615,0.25,4
pres_flip,Gold,+120,6.287587528052658,0.5,4
pres_flip,Gold,pre120,5.429265840610555,0.75,4
pres_flip,EM_minus_US,+20,-7.845652315602101,0.25,4
pres_flip,EM_minus_US,pre20,0.9031978583892465,0.75,4
pres_flip,EM_minus_US,+60,-3.5267224383544313,0.25,4
pres_flip,EM_minus_US,pre60,0.2644572143533759,0.5,4
pres_flip,EM_minus_US,+120,-1.4054143927941647,0.25,4
pres_flip,EM_minus_US,pre120,0.5520623897771246,0.5,4
pres_flip,China_minus_US,+20,-5.546700462443895,0.25,4
pres_flip,China_minus_US,pre20,-2.603972160091104,0.25,4
pres_flip,China_minus_US,+60,-2.2277184901691784,0.5,4
pres_flip,China_minus_US,pre60,4.62221208108655,0.75,4
pres_flip,China_minus_US,+120,-0.45884825324168865,0.5,4
pres_flip,China_minus_US,pre120,3.6572730206470707,0.75,4
pres_flip,Europe_minus_US,+20,-3.8920135983159385,0.25,4
pres_flip,Europe_minus_US,pre20,-2.078047167121963,0.0,4
