scenario,month,year,nav_per_share,price_nav_multiple,premium_to_nav,modeled_price,total_return,annualized_return,description
MSTR Replay Multiple,8,0.6666666666666666,8.707095663270247,3.4212281400590387,2.4212281400590387,29.78896070136619,-0.20541582551703952,-0.2917120282305501,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,9,0.75,8.899545102423383,3.082653375692751,2.082653375692751,27.434212752115336,-0.26822585350452566,-0.34056891463312144,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,10,0.8333333333333334,9.096248174252981,2.421992470654007,1.4219924706540068,22.031044589240977,-0.4123487706257408,-0.47162339646927265,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,11,0.9166666666666666,9.297298895094062,2.212530527960623,1.2125305279606229,20.570557632970182,-0.45130547791490583,-0.4804427511593202,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,12,1.0,9.50279335928695,2.4505701585011277,1.4505701585011277,23.287261828671284,-0.3788407087577679,-0.3788407087577679,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,13,1.0833333333333333,9.712829785106583,2.487115015926244,1.487115015926244,24.156924805674258,-0.3556435101180513,-0.333486720730236,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,14,1.1666666666666667,9.927508561706999,2.288569144554452,1.2885691445544518,22.719789776622783,-0.39397733324559137,-0.34902863229849523,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,15,1.25,10.14693229710339,2.493737217791651,1.4937372177916508,25.30378271569885,-0.32505247490800615,-0.2698434132091293,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,16,1.3333333333333333,10.371205867214709,2.473685452654498,1.473685452654498,25.655101080214003,-0.3156814862572952,-0.24760878288712995,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,17,1.4166666666666667,10.600436465990231,2.2615713128859505,1.2615713128859505,23.973643015553634,-0.3605323282060914,-0.2706587584556983,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,18,1.5,10.834733656644051,5.128590971272231,4.128590971272231,55.56691720760404,0.4821797067912521,0.2999717317766004,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,19,1.5833333333333333,11.07420942402199,4.407636296692215,3.407636296692215,48.811087414490316,0.3019761913707739,0.18135621110943578,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,20,1.6666666666666667,11.318978228125948,4.837763642499375,3.8377636424993753,54.75854134226971,0.4606172670650761,0.2552258031390633,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,21,1.75,11.569157058821286,5.491517654324243,4.491517654324243,63.532230234167024,0.694644711500854,0.3517677836528914,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,22,1.8333333333333333,11.824865491753386,4.788612908694022,3.788612908694022,56.624703537380746,0.5103948662944984,0.25223468156771744,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,23,1.9166666666666667,12.0862257455001,5.057535085591843,4.057535085591843,61.12651076025018,0.6304750802947499,0.29054338216653175,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,24,2.0,12.353362739987432,4.502544674951443,3.5025446749514426,55.62156762267397,0.48363743992195163,0.21804656722226823,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,25,2.0833333333333335,12.626404156196351,3.890478575976187,2.890478575976187,49.12275486129859,0.3102895401786765,0.1385085372745105,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,26,2.1666666666666665,12.905480497189275,3.4212281400590387,2.4212281400590387,44.152593037967065,0.17771653875612325,0.07842028795738698,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,27,2.25,13.190725150485413,3.082653375692751,2.082653375692751,40.662433412979134,0.08462078989008082,0.03676201631176568,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,28,2.3333333333333335,13.482274451814744,2.421992470654007,1.4219924706540068,32.653967209586185,-0.12899527315054193,-0.05747146983009077,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,29,2.4166666666666665,13.780267750281148,2.212530527960623,1.2125305279606229,30.489263080968293,-0.186736114137949,-0.08197521076688996,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,30,2.5,14.084847474965787,2.4505701585011277,1.4505701585011277,34.515906909191116,-0.07933030383592654,-0.03252101694582277,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,31,2.5833333333333335,14.396159203002616,2.487115015926244,1.487115015926244,35.8049037254526,-0.04494788675773287,-0.017644811773001146,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
MSTR Replay Multiple,32,2.6666666666666665,14.714351729158526,2.288569144554452,1.2885691445544518,33.67481134947365,-0.10176550148109764,-0.03944740608198083,BOT NAV compounds while its premium/multiple follows MSTR's observed relative mNAV path.
