date,open,high,low,close,volume,quote_volume,trades
2024-10-01,2602.24000000,2659.00000000,2414.00000000,2447.79000000,502828.68040000,1275068045.81654800,4525442
2024-10-02,2447.78000000,2499.00000000,2352.00000000,2364.10000000,317484.73500000,772815459.36655100,4299369
2024-10-03,2364.09000000,2403.38000000,2310.00000000,2349.80000000,314635.92630000,739732809.48188700,4096011
2024-10-04,2349.80000000,2441.64000000,2339.15000000,2414.41000000,239383.01700000,572627417.10536900,2556302
2024-10-05,2414.41000000,2428.23000000,2390.05000000,2414.66000000,103740.23160000,250133597.68832200,1147501
2024-10-06,2414.66000000,2457.80000000,2407.00000000,2440.03000000,105752.70960000,257213775.45288000,1097106
2024-10-07,2440.02000000,2521.00000000,2403.00000000,2422.71000000,300459.54070000,742163736.96691100,3081333
2024-10-08,2422.70000000,2466.66000000,2401.18000000,2440.89000000,201358.33120000,490043095.02496200,2240640
2024-10-09,2440.88000000,2473.61000000,2351.42000000,2370.47000000,242082.27250000,586469983.39352700,2569883
2024-10-10,2370.47000000,2421.36000000,2330.66000000,2386.49000000,257862.96190000,614182044.94953600,2734517
2024-10-11,2386.49000000,2471.45000000,2381.86000000,2439.50000000,235441.21970000,572065403.74189800,1913115
2024-10-12,2439.49000000,2490.51000000,2434.35000000,2476.40000000,139637.50620000,343538957.82022800,1058123
2024-10-13,2476.40000000,2484.92000000,2436.40000000,2468.91000000,120022.81790000,295322793.08412500,1032905
2024-10-14,2468.92000000,2654.00000000,2443.39000000,2629.79000000,435900.16190000,1119084230.80793800,2715025
2024-10-15,2629.79000000,2688.60000000,2537.36000000,2607.41000000,416285.66630000,1083630113.13970700,3306565
2024-10-16,2607.41000000,2647.79000000,2588.67000000,2611.10000000,260322.42420000,681342662.41857000,2813136
2024-10-17,2611.10000000,2648.37000000,2575.40000000,2605.80000000,221624.54340000,579597649.92940300,2543113
2024-10-18,2605.79000000,2675.58000000,2596.49000000,2642.17000000,292444.11530000,771232214.93516400,2835054
2024-10-19,2642.17000000,2663.49000000,2631.02000000,2648.20000000,105413.76460000,278723129.15789400,1145594
2024-10-20,2648.20000000,2759.00000000,2635.54000000,2746.91000000,256910.74480000,692550694.44162900,2274845
2024-10-21,2746.91000000,2769.48000000,2655.01000000,2666.70000000,310674.72320000,839718870.96762100,2526347
2024-10-22,2666.71000000,2671.92000000,2606.56000000,2622.81000000,265747.71300000,699818031.28854000,2153796
2024-10-23,2622.81000000,2628.20000000,2450.00000000,2524.61000000,352647.70860000,897683017.74016800,2642127
2024-10-24,2524.60000000,2562.65000000,2507.31000000,2535.82000000,290851.78420000,737665762.66614700,2252562
2024-10-25,2535.82000000,2566.33000000,2382.59000000,2440.62000000,514799.88220000,1282541014.46980300,3741205
2024-10-26,2440.63000000,2508.00000000,2430.12000000,2482.51000000,248724.83130000,612908876.73898300,1985542
2024-10-27,2482.51000000,2527.99000000,2464.13000000,2507.80000000,137580.88360000,342704461.29822200,1337190
2024-10-28,2507.80000000,2589.67000000,2471.67000000,2567.48000000,360605.32700000,910015100.83083700,2847523
2024-10-29,2567.49000000,2681.86000000,2561.20000000,2638.80000000,451915.70250000,1187541746.02171500,3690029
2024-10-30,2638.80000000,2722.30000000,2599.66000000,2659.19000000,460627.12600000,1230352880.14265500,3700127
2024-10-31,2659.19000000,2669.00000000,2503.00000000,2518.61000000,403427.20170000,1042550364.39079100,3391343
2024-11-01,2518.61000000,2586.80000000,2467.67000000,2511.49000000,430249.10730000,1084316033.71191500,3614843
2024-11-02,2511.49000000,2523.45000000,2470.00000000,2494.23000000,145961.13000000,364240307.89237700,1228028
2024-11-03,2494.23000000,2496.39000000,2411.00000000,2457.73000000,276009.11970000,675516839.24615800,2569553
2024-11-04,2457.73000000,2491.39000000,2357.59000000,2398.21000000,306316.96450000,745000696.54959400,3066552
2024-11-05,2398.21000000,2480.00000000,2380.74000000,2422.55000000,331619.25450000,807964220.38260700,2878817
2024-11-06,2422.60000000,2744.70000000,2420.30000000,2721.87000000,1002141.36180000,2613263657.61569000,5557031
2024-11-07,2721.88000000,2916.11000000,2699.49000000,2895.47000000,730845.95240000,2069602523.37207700,5380366
2024-11-08,2895.47000000,2981.69000000,2886.40000000,2961.75000000,568864.43500000,1664276186.36745700,4290252
2024-11-09,2961.75000000,3157.40000000,2953.71000000,3126.21000000,526719.42120000,1602480049.88551400,3681905
2024-11-10,3126.20000000,3248.52000000,3069.00000000,3183.21000000,865536.73220000,2751696491.35327300,6072418
2024-11-11,3183.20000000,3387.61000000,3105.00000000,3371.59000000,1000093.96640000,3248336095.35783400,7802397
2024-11-12,3371.59000000,3442.50000000,3207.67000000,3243.80000000,973215.72850000,3215515065.96685000,7073014
2024-11-13,3243.79000000,3331.00000000,3116.69000000,3187.16000000,919686.37470000,2958494366.71914000,9753402
2024-11-14,3187.16000000,3240.40000000,3028.56000000,3058.82000000,605780.66620000,1909266330.68371800,6204964
2024-11-15,3058.81000000,3131.06000000,3014.50000000,3090.01000000,519623.63170000,1593247701.28904900,6118576
2024-11-16,3090.01000000,3219.97000000,3072.00000000,3132.87000000,423639.15730000,1332892680.48503800,5079843
2024-11-17,3132.88000000,3162.11000000,3034.99000000,3076.00000000,449818.95750000,1393762559.89606500,5832635
2024-11-18,3075.99000000,3224.94000000,3050.01000000,3207.80000000,640658.43570000,2006111259.65758600,6541040
2024-11-19,3207.81000000,3221.20000000,3065.40000000,3107.44000000,500112.01940000,1561642778.41815400,5163295
2024-11-20,3107.45000000,3159.20000000,3029.41000000,3069.97000000,503607.83360000,1559041767.18546400,6338828
2024-11-21,3069.97000000,3386.73000000,3032.59000000,3355.81000000,974923.30350000,3167224819.41876900,8227428
2024-11-22,3355.88000000,3425.92000000,3257.54000000,3327.78000000,603273.70930000,2008464564.86167400,7141711
2024-11-23,3327.78000000,3497.51000000,3312.72000000,3393.91000000,721024.00090000,2449223191.45451700,6790558
2024-11-24,3393.91000000,3450.00000000,3281.40000000,3361.20000000,479098.09210000,1608242778.28287200,5919258
2024-11-25,3361.21000000,3546.66000000,3300.01000000,3414.49000000,949330.37000000,3272920810.05731100,9876856
2024-11-26,3414.49000000,3462.49000000,3252.00000000,3324.73000000,672367.15030000,2252619301.96427400,7269605
2024-11-27,3324.74000000,3684.92000000,3302.40000000,3653.28000000,754573.64850000,2640023089.76093500,6392173
2024-11-28,3653.27000000,3661.92000000,3529.76000000,3578.79000000,560976.42500000,2014252549.70202200,5393261
2024-11-29,3578.80000000,3647.98000000,3534.28000000,3592.21000000,425493.24490000,1525999121.81963900,4240304
2024-11-30,3592.22000000,3738.98000000,3568.40000000,3703.60000000,503684.74850000,1849683070.29735000,4641849
2024-12-01,3703.59000000,3746.80000000,3659.20000000,3707.61000000,429089.26330000,1589850114.02591500,3667910
2024-12-02,3707.61000000,3760.00000000,3554.32000000,3643.42000000,737130.56900000,2685285591.84536500,6825848
2024-12-03,3643.43000000,3670.00000000,3500.00000000,3614.51000000,678400.20320000,2439869839.02902100,5200407
2024-12-04,3614.51000000,3887.24000000,3614.51000000,3837.80000000,968744.03990000,3638907449.55176100,8222722
2024-12-05,3837.80000000,3956.00000000,3677.00000000,3785.20000000,946493.27600000,3653558567.75371200,8753645
2024-12-06,3785.21000000,4087.73000000,3777.26000000,3998.87000000,803855.11460000,3174080080.14619300,6677199
2024-12-07,3998.87000000,4024.46000000,3968.00000000,3996.22000000,283920.02000000,1134418058.86617300,2721543
2024-12-08,3996.22000000,4015.58000000,3923.50000000,4004.15000000,251362.16850000,1000371580.63835900,2614587
2024-12-09,4004.15000000,4006.17000000,3509.00000000,3712.00000000,939642.20010000,3566495804.12810500,8331026
2024-12-10,3712.00000000,3780.76000000,3515.89000000,3628.25000000,942206.03370000,3443114495.27366400,10461668
2024-12-11,3628.24000000,3848.64000000,3562.34000000,3831.81000000,461818.78010000,1722223536.87817700,6195364
2024-12-12,3831.82000000,3987.41000000,3796.80000000,3881.61000000,572098.63430000,2239803483.57660700,7005239
2024-12-13,3881.60000000,3968.47000000,3852.94000000,3906.80000000,387765.68730000,1516942852.28518100,5124578
2024-12-14,3906.80000000,3945.00000000,3825.03000000,3870.29000000,265538.94790000,1031595277.38733700,3407748
2024-12-15,3870.30000000,3974.61000000,3831.50000000,3959.09000000,253833.21410000,987865003.12754300,3637695
2024-12-16,3959.09000000,4107.80000000,3884.00000000,3986.24000000,673351.07230000,2686550997.11024500,7117624
2024-12-17,3986.24000000,4041.82000000,3847.96000000,3893.01000000,450825.98610000,1788532842.70075700,6874200
2024-12-18,3893.01000000,3907.19000000,3617.42000000,3626.80000000,722505.06180000,2735374632.73864100,6584244
2024-12-19,3626.80000000,3720.00000000,3326.80000000,3417.01000000,1078153.48510000,3807975330.68116200,6357638
2024-12-20,3417.01000000,3497.84000000,3101.90000000,3472.21000000,1332783.73100000,4421584295.58089900,7029546
2024-12-21,3472.20000000,3555.18000000,3293.11000000,3338.92000000,475275.82000000,1627460721.69215300,2732677
2024-12-22,3338.92000000,3403.00000000,3221.10000000,3281.83000000,361920.24950000,1201895225.01695200,2546556
2024-12-23,3281.83000000,3466.99000000,3216.97000000,3422.53000000,488253.41000000,1627069583.87868200,4032824
2024-12-24,3422.53000000,3539.65000000,3358.19000000,3493.18000000,315723.67630000,1087476459.25316300,2764397
2024-12-25,3493.17000000,3547.95000000,3440.93000000,3497.00000000,219846.04520000,766349902.71321700,2133099
2024-12-26,3497.00000000,3514.94000000,3304.63000000,3335.05000000,310170.17190000,1047464157.03218900,2543314
2024-12-27,3335.04000000,3444.16000000,3306.60000000,3333.51000000,342529.60380000,1152635224.26543900,3133395
